"","X.1","X","term","year","instructor","dept","course.id","course.name","section","type","responses","enrollment","resp.rate","hrs.per.week","interst.in.student.learning","exp.goals","clarity","provide.feedback","importance","exp.subject","respect","overall.teaching","overall.course","id.name","year.term"
"3503",3503,3503,"Fall","2012","VELOSO, M. (co-taught)","CS","15887","PLAN EXE LRNG","A","Lect","12","21","57%","8.75","4.42","3.75","3.92","3.83","4.42","3.92","4.42","3.83","3.92","15887 - PLAN EXE LRNG",6.8
"3504",3504,3504,"Fall","2012","SIMMONS, R. (co-taught)","CS","15887","PLAN EXE LRNG","A","Lect","12","21","57%","8.9","4.17","3.75","4.08","3.58","3.92","4.17","4.33","3.67","3.75","15887 - PLAN EXE LRNG",6.8
"3505",3505,3505,"Fall","2012","ANDREW DAVIDSON","ETC","53600","ETC COOPERATV EDCTN","A","Lect","9","14","64%","12.67","4.56","4.56","4.44","4.22","4.33","4.33","4.67","4.56","4.56","53600 - ETC COOPERATV EDCTN",6.8
"3506",3506,3506,"Fall","2012","ANDREW DAVIDSON","ETC","53605","ETC INTERDSPY PRJ I","A","Lect","3","4","75%","13","2.67","3.67","4.33","3.33","3","2","4","3","3.67","53605 - ETC INTERDSPY PRJ I",6.8
"3507",3507,3507,"Fall","2012","DAVIDSON, A. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","G","Lect","2","3","67%","14","3","3","3","3","3","3","4","3.5","3.5","53605 - ETC INTERDSPY PRJ I",6.8
"3508",3508,3508,"Fall","2012","CHRISTEL, M. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","G","Lect","2","3","67%","14","5","5","4.5","5","5","4.5","5","5","5","53605 - ETC INTERDSPY PRJ I",6.8
"3509",3509,3509,"Fall","2012","HARGER, B. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","I","Lect","1","2","50%","14","5","4","4","5","5","5","5","5","5","53605 - ETC INTERDSPY PRJ I",6.8
"3510",3510,3510,"Fall","2012","STEVENS, S. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","I","Lect","1","2","50%","14","4","4","4","4","4","4","4","4","4","53605 - ETC INTERDSPY PRJ I",6.8
"3511",3511,3511,"Fall","2012","LEE, J. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","M","Lect","2","2","100%","14","5","4","4","4.5","4.5","3.5","5","4.5","4.5","53605 - ETC INTERDSPY PRJ I",6.8
"3512",3512,3512,"Fall","2012","ROSENDAHL, C. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","M","Lect","2","2","100%","14","5","4","4","4.5","4.5","4","5","5","4","53605 - ETC INTERDSPY PRJ I",6.8
"3513",3513,3513,"Fall","2012","ANDREW DAVIDSON","ETC","53607","ETC INTRDSCP PRJ II","A","Lect","3","4","75%","12","4","4","4","4","4","4","4.33","4","4","53607 - ETC INTRDSCP PRJ II",6.8
"3514",3514,3514,"Fall","2012","GERARD KLUG","ETC","53607","ETC INTRDSCP PRJ II","B","Lect","5","6","83%","14","3.2","3.6","3.4","3.2","3.2","3.2","3","3","3.4","53607 - ETC INTRDSCP PRJ II",6.8
"3515",3515,3515,"Fall","2012","JOHN DESSLER","ETC","53607","ETC INTRDSCP PRJ II","C","Lect","5","5","100%","14","5","4.8","4.6","4.8","4.4","4.2","5","4.8","4.6","53607 - ETC INTRDSCP PRJ II",6.8
"3516",3516,3516,"Fall","2012","SHIRLEY SALDAMARCO","ETC","53607","ETC INTRDSCP PRJ II","D","Lect","3","4","75%","14","4.67","5","5","4.67","5","4.67","5","4.67","5","53607 - ETC INTRDSCP PRJ II",6.8
"3517",3517,3517,"Fall","2012","COMLEY, R. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","E","Lect","4","5","80%","14","4.75","4.25","4.25","4.75","4.5","4","4.5","4.5","4.75","53607 - ETC INTRDSCP PRJ II",6.8
"3518",3518,3518,"Fall","2012","VITUCCIO, R. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","E","Lect","4","5","80%","14","4.5","4","4","4","4","4","4.5","4.25","4.5","53607 - ETC INTRDSCP PRJ II",6.8
"3519",3519,3519,"Fall","2012","COMLEY, R. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","F","Lect","4","6","67%","14","3.25","3.25","3.75","3.5","4","3","3.75","3.25","3","53607 - ETC INTRDSCP PRJ II",6.8
"3520",3520,3520,"Fall","2012","DESSLER, J. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","F","Lect","4","6","67%","13.25","4.5","3.75","3.75","3.25","4.25","3.25","3.25","3.5","3.25","53607 - ETC INTRDSCP PRJ II",6.8
"3521",3521,3521,"Fall","2012","DAVIDSON, A. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","G","Lect","2","3","67%","14","2.5","3","3","2","2.5","3","4","3","3.5","53607 - ETC INTRDSCP PRJ II",6.8
"3522",3522,3522,"Fall","2012","CHRISTEL, M. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","G","Lect","2","3","67%","14","5","4.5","4.5","4.5","4.5","4.5","5","5","4.5","53607 - ETC INTRDSCP PRJ II",6.8
"3523",3523,3523,"Fall","2012","SHIRLEY SALDAMARCO","ETC","53607","ETC INTRDSCP PRJ II","H","Lect","1","4","25%","14","5","5","5","5","5","5","5","5","5","53607 - ETC INTRDSCP PRJ II",6.8
"3524",3524,3524,"Fall","2012","HARGER, B. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","I","Lect","1","4","25%","14","5","5","5","5","5","5","5","5","5","53607 - ETC INTRDSCP PRJ II",6.8
"3525",3525,3525,"Fall","2012","STEVENS, S. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","I","Lect","1","4","25%","14","5","5","5","5","5","5","5","5","5","53607 - ETC INTRDSCP PRJ II",6.8
"3526",3526,3526,"Fall","2012","CHRISTEL, M. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","J","Lect","4","4","100%","14","4","4","4","3.75","4.25","4.5","4.25","4","4","53607 - ETC INTRDSCP PRJ II",6.8
"3527",3527,3527,"Fall","2012","STEVENS, S. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","J","Lect","4","4","100%","14","4.25","3.75","3.75","4","4","3.5","4.25","3.5","3.75","53607 - ETC INTRDSCP PRJ II",6.8
"3528",3528,3528,"Fall","2012","LEE, J. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","K","Lect","3","5","60%","10","4","4","4","4","4","4","4","4","4","53607 - ETC INTRDSCP PRJ II",6.8
"3529",3529,3529,"Fall","2012","ROSENDAHL, C. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","K","Lect","3","5","60%","11","4.33","4.33","4.33","4","4.33","4.33","4.33","4.33","4.33","53607 - ETC INTRDSCP PRJ II",6.8
"3530",3530,3530,"Fall","2012","LEE, J. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","L","Lect","6","7","86%","11.5","4.33","4.33","4.17","4.33","4.5","4.17","4.33","4.17","4.67","53607 - ETC INTRDSCP PRJ II",6.8
"3531",3531,3531,"Fall","2012","ROSENDAHL, C. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","L","Lect","6","7","86%","11.5","4.17","4.17","4.33","4.33","4.17","4","4.5","4.17","4.5","53607 - ETC INTRDSCP PRJ II",6.8
"3532",3532,3532,"Fall","2012","LEE, J. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","M","Lect","4","4","100%","13.25","4.5","3.75","3.75","4.5","4","4","4.5","3.5","3.5","53607 - ETC INTRDSCP PRJ II",6.8
"3533",3533,3533,"Fall","2012","ROSENDAHL, C. (co-taught)","ETC","53607","ETC INTRDSCP PRJ II","M","Lect","4","4","100%","13","4.5","4.25","3.75","4","4.25","3.75","5","4.25","3.75","53607 - ETC INTRDSCP PRJ II",6.8
"3534",3534,3534,"Fall","2012","SALVADOR BARRERA ALDANA","ETC","53607","ETC INTRDSCP PRJ II","N","Lect","3","3","100%","14","1.33","1.33","1","1","1.33","1.33","2.33","1","4.33","53607 - ETC INTRDSCP PRJ II",6.8
"3535",3535,3535,"Fall","2012","SALVADOR BARRERA ALDANA","ETC","53607","ETC INTRDSCP PRJ II","O","Lect","4","4","100%","14","3","2.75","3","3","3","2.75","4","2.75","4","53607 - ETC INTRDSCP PRJ II",6.8
"3536",3536,3536,"Fall","2012","RALPH VITUCCIO","ETC","53608","VISUAL STORY","A","Lect","68","75","91%","10","4.16","3.96","3.97","3.93","4.04","3.84","4.43","4.21","4.04","53608 - VISUAL STORY",6.8
"3537",3537,3537,"Fall","2012","LEE, J. (co-taught)","ETC","53610","ETC INTERDIS PRJ III","M","Lect","1","2","50%","14","3","4","3","3","4","2","3","3","4","53610 - ETC INTERDIS PRJ III",6.8
"3538",3538,3538,"Fall","2012","ROSENDAHL, C. (co-taught)","ETC","53610","ETC INTERDIS PRJ III","M","Lect","1","2","50%","14","3","3","3","4","3","3","4","3","4","53610 - ETC INTERDIS PRJ III",6.8
"3539",3539,3539,"Fall","2012","JI-YOUNG LEE","ETC","53619","CUR ISS DIG MED DSGN","L","Lect","16","20","80%","3.13","3.88","3.81","3.94","3.63","3.81","3.56","4.19","4","3.94","53619 - CUR ISS DIG MED DSGN",6.8
"3540",3540,3540,"Fall","2012","CARL ROSENDAHL","ETC","53630","ENTRPRNSHP ENTRN TCH","L","Lect","8","9","89%","8.38","4.25","4.63","4.63","4.38","4.63","4.25","4.38","4.38","4.38","53630 - ENTRPRNSHP ENTRN TCH",6.8
"3541",3541,3541,"Fall","2012","ANDREW DAVIDSON","ETC","53700","ETC FUNDAMENTALS","A","Lect","68","75","91%","3.71","3.69","3.65","3.66","3.32","3.71","3.69","4.1","3.6","3.5","53700 - ETC FUNDAMENTALS",6.8
"3542",3542,3542,"Fall","2012","BRENDA HARGER","ETC","53711","IMPROVSTNAL ACTING","A","Lect","24","28","86%","3.04","4.5","4.46","4.38","4.42","4.46","4.71","4.79","4.58","4.58","53711 - IMPROVSTNAL ACTING",6.8
"3543",3543,3543,"Fall","2012","BRENDA HARGER","ETC","53711","IMPROVSTNAL ACTING","B","Lect","22","24","92%","2.55","4.45","4.41","4.36","4.05","4.41","4.24","4.64","4.59","4.36","53711 - IMPROVSTNAL ACTING",6.8
"3544",3544,3544,"Fall","2012","BRENDA HARGER","ETC","53711","IMPROVSTNAL ACTING","C","Lect","24","26","92%","2.88","4.67","4.63","4.63","4.63","4.79","4.83","4.79","4.71","4.58","53711 - IMPROVSTNAL ACTING",6.8
"3545",3545,3545,"Fall","2012","RUTH COMLEY","ETC","53723","ENTNTNMNT DESGN STD","B","Lect","11","17","65%","12.64","4.91","4.64","4.82","4.82","4.82","4.82","4.82","4.91","4.82","53723 - ENTNTNMNT DESGN STD",6.8
"3546",3546,3546,"Fall","2012","SHIRLEY SALDAMARCO","ETC","53733","ETC FUNDMTL PRODCNG","A","Lect","6","11","55%","4","4","3.5","3.17","3.67","4","2.83","4.33","3","2.5","53733 - ETC FUNDMTL PRODCNG",6.8
"3547",3547,3547,"Fall","2012","SCHELL, J. (co-taught)","ETC","53831","BUILDNG VIRTUAL WRLD","A","Lect","68","75","91%","13.82","4.06","4.26","4.24","4.32","4.34","4.18","4.21","4.31","4.49","53831 - BUILDNG VIRTUAL WRLD",6.8
"3548",3548,3548,"Fall","2012","KLUG, G. (co-taught)","ETC","53831","BUILDNG VIRTUAL WRLD","A","Lect","68","75","91%","13.78","4.07","4.22","4.16","4.12","4.23","4.13","4.01","4.18","4.34","53831 - BUILDNG VIRTUAL WRLD",6.8
"3549",3549,3549,"Fall","2012","GERARD KLUG","ETC","53872","STORYTG ENTRM TECHNY","A","Lect","6","10","60%","9","5","4.67","4.67","4.83","4.83","4.5","5","4.83","5","53872 - STORYTG ENTRM TECHNY",6.8
"3550",3550,3550,"Fall","2012","JASON HONG","HCI","5320","SOCIAL WEB","A","Lect","4","14","29%","9","4.25","4.5","4.5","4.25","4.5","4.5","4.75","4.75","4.75","5320 - SOCIAL WEB",6.8
"3551",3551,3551,"Fall","2012","ROBERT KRAUT","HCI","5341","ORG COMMUNICATION","A","Lect","2","2","100%","8","3","3.5","4.5","4.5","4","3.5","4.5","3.5","3.5","5341 - ORG COMMUNICATION",6.8
"3552",3552,3552,"Fall","2012","JENNIFER MANKOFF","HCI","5410","USER-CN RSRCH EVALN","1","Lect","14","31","45%","12.07","3.79","3","3.36","2.79","3.57","3.29","3.93","3.21","2.86","5410 - USER-CN RSRCH EVALN",6.8
"3553",3553,3553,"Fall","2012","SARA KIESLER","HCI","5413","HUMAN FACTORS","A","Lect","7","14","50%","7.14","4.14","4.43","4.57","3.86","4.57","4.5","4.57","4.29","4.57","5413 - HUMAN FACTORS",6.8
"3554",3554,3554,"Fall","2012","VINCENT ALEVEN","HCI","5418","DESIGN EDUCTNL GAMES","A","Lect","2","6","33%","9.5","3.5","3","4","4.5","4.5","4","4.5","4","4","5418 - DESIGN EDUCTNL GAMES",6.8
"3555",3555,3555,"Fall","2012","ANIND DEY","HCI","5430","PRGMG USABLE INTFCE","A","Lect","8","23","35%","5","4","4","4.25","3.5","4.38","3.88","4.5","3.75","3.75","5430 - PRGMG USABLE INTFCE",6.8
"3556",3556,3556,"Fall","2012","SCOTT HUDSON","HCI","5431","SFTWR STRCT US INTRF","A","Lect","8","19","42%","4.57","2.88","3.13","3","2","3","3.38","3.75","3.13","2.88","5431 - SFTWR STRCT US INTRF",6.8
"3557",3557,3557,"Fall","2012","ANIND DEY","HCI","5433","USER INTERFACE LAB","A","Lect","5","15","33%","9.8","3.6","3.6","4","2.8","4.4","4","4.8","3.4","3.8","5433 - USER INTERFACE LAB",6.8
"3558",3558,3558,"Fall","2012","ANIND DEY","HCI","5433","USER INTERFACE LAB","B","Lect","4","11","36%","6.5","4","4.25","4","4","3.75","3.75","4","3.75","3.75","5433 - USER INTERFACE LAB",6.8
"3559",3559,3559,"Fall","2012","SCOTT HUDSON","HCI","5433","USER INTERFACE LAB","C","Lect","1","6","17%","8","3","3","3","3","3","3","3","3","3","5433 - USER INTERFACE LAB",6.8
"3560",3560,3560,"Fall","2012","SCOTT HUDSON","HCI","5433","USER INTERFACE LAB","D","Lect","6","13","46%","8","4.33","4.5","4.33","4.17","4.33","4.33","4.83","4.67","4.33","5433 - USER INTERFACE LAB",6.8
"3561",3561,3561,"Fall","2012","JENNIFER MANKOFF","HCI","5610","USER-CN RSRCH EVALN","1","Lect","49","60","82%","12.22","3.94","2.73","3.18","3.31","3.71","3.55","4.35","3.39","2.92","5610 - USER-CN RSRCH EVALN",6.8
"3562",3562,3562,"Fall","2012","ANIND DEY","HCI","5630","PRGMG USABLE INTFCE","A","Lect","19","24","79%","6.5","4.42","4.53","4.47","4.37","4.63","4.58","4.84","4.47","4.32","5630 - PRGMG USABLE INTFCE",6.8
"3563",3563,3563,"Fall","2012","SCOTT HUDSON","HCI","5631","SFTWR STRCT US INTRF","A","Lect","21","27","78%","5.6","3.67","4.05","3.86","2.86","4.29","4.57","4.57","3.95","3.67","5631 - SFTWR STRCT US INTRF",6.8
"3564",3564,3564,"Fall","2012","ANIND DEY","HCI","5633","USER INTERFACE LAB","A","Lect","9","11","82%","11.33","3.33","3.33","3.44","2","3.44","3","4.11","2.89","3.22","5633 - USER INTERFACE LAB",6.8
"3565",3565,3565,"Fall","2012","ANIND DEY","HCI","5633","USER INTERFACE LAB","B","Lect","10","16","63%","5.33","4.33","4.56","4.67","4.22","3.78","4","4.6","4.44","4","5633 - USER INTERFACE LAB",6.8
"3566",3566,3566,"Fall","2012","SCOTT HUDSON","HCI","5633","USER INTERFACE LAB","C","Lect","13","16","81%","9.62","3.31","4.23","3.62","3.54","3.46","3.46","4.54","3.46","3.08","5633 - USER INTERFACE LAB",6.8
"3567",3567,3567,"Fall","2012","SCOTT HUDSON","HCI","5633","USER INTERFACE LAB","D","Lect","7","11","64%","8.86","4.71","4.71","4.43","4.86","4.43","4.57","5","4.57","4.71","5633 - USER INTERFACE LAB",6.8
"3568",3568,3568,"Fall","2012","JOHN ZIMMERMAN","HCI","5651","INRCTN DESG FUNDMNTL","A","Lect","9","14","64%","10","4.89","4.88","4.88","4.78","5","4.67","4.67","4.78","4.67","5651 - INRCTN DESG FUNDMNTL",6.8
"3569",3569,3569,"Fall","2012","HAAKON FASTE","HCI","5651","INRCTN DESG FUNDMNTL","B","Lect","15","17","88%","10.2","4.93","4.8","4.87","4.87","4.93","4.73","4.93","5","4.47","5651 - INRCTN DESG FUNDMNTL",6.8
"3570",3570,3570,"Fall","2012","HAAKON FASTE","HCI","5651","INRCTN DESG FUNDMNTL","C","Lect","12","18","67%","10","4.83","4.58","4.58","4.75","4.58","4.42","4.92","4.75","4.67","5651 - INRCTN DESG FUNDMNTL",6.8
"3571",3571,3571,"Fall","2012","LINDA VAN ROOSMALEN","HCI","5651","INRCTN DESG FUNDMNTL","D","Lect","7","10","70%","11","4","3.71","3.57","3.71","4","3.71","4.29","3.86","4","5651 - INRCTN DESG FUNDMNTL",6.8
"3572",3572,3572,"Fall","2012","HAAKON FASTE","HCI","5651","INRCTN DESG FUNDMNTL","E","Lect","8","9","89%","8.38","4.38","4.63","4.38","4.25","4.25","4.38","5","4.75","4.63","5651 - INRCTN DESG FUNDMNTL",6.8
"3573",3573,3573,"Fall","2012","ANIKET KITTUR","HCI","5771","HCI PROCESS & THEORY","A","Lect","7","8","88%","10.14","5","3.71","4.29","4.71","4.86","4.57","4.86","4.86","4.57","5771 - HCI PROCESS & THEORY",6.8
"3574",3574,3574,"Fall","2012","ROBERT KRAUT","HCI","5810","COMP SUPPRT COOP WRK","A","Lect","4","5","80%","12.5","4.5","3.75","4","4.5","4.75","4.75","5","4.5","4.25","5810 - COMP SUPPRT COOP WRK",6.8
"3575",3575,3575,"Fall","2012","SARA KIESLER","HCI","5813","HUMAN FACTORS","A","Lect","12","17","71%","8.75","3.83","4.42","4.17","3.75","4.25","4.17","4.67","4.08","4.08","5813 - HUMAN FACTORS",6.8
"3576",3576,3576,"Fall","2012","VINCENT ALEVEN","HCI","5818","DESIGN EDUCTNL GAMES","A","Lect","5","9","56%","11.6","4.6","4.2","4.2","4.2","4.8","4.4","4.8","4.4","4.8","5818 - DESIGN EDUCTNL GAMES",6.8
"3577",3577,3577,"Fall","2012","JASON HONG","HCI","5820","SOCIAL WEB","A","Lect","8","9","89%","6.5","4.5","4.63","4.13","3.63","4.25","4.63","4.88","4.38","3.75","5820 - SOCIAL WEB",6.8
"3578",3578,3578,"Fall","2012","SARA KIESLER","HCI","5821","APP RSCH MTH: QUALTV","A1","Lect","5","18","28%","8.6","4.2","3.8","4","4.4","4.6","4.4","4.6","4.2","4.4","5821 - APP RSCH MTH: QUALTV",6.8
"3579",3579,3579,"Fall","2012","SARA KIESLER","HCI","5822","APP RES QUANTV METHD","A2","Lect","6","16","38%","10.5","4.5","3.83","4","4.5","4.67","4.33","4.33","4.6","4.33","5822 - APP RES QUANTV METHD",6.8
"3580",3580,3580,"Fall","2012","CAROLYN ROSE","HCI","5834","APPLD MACHINE LEARNG","A","Lect","25","35","71%","8","4.72","4.52","4.44","4.6","4.48","4.16","4.72","4.2","4.2","5834 - APPLD MACHINE LEARNG",6.8
"3581",3581,3581,"Fall","2012","BRAD MYERS","HCI","5863","INTRO HCI TECH EXECS","A2","Lect","14","16","88%","10.57","4.14","4.43","4.43","4","4.43","4.29","4.5","4.23","4.14","5863 - INTRO HCI TECH EXECS",6.8
"3582",3582,3582,"Fall","2012","BARBARA CARRYER","HCI","5899","SPECIAL TPCS IN HCI","B","Lect","5","6","83%","8.6","5","5","4.6","4.8","5","5","5","5","5","5899 - SPECIAL TPCS IN HCI",6.8
"3583",3583,3583,"Fall","2012","HAAKON FASTE","HCI","5899","SPECIAL TPCS IN HCI","C","Lect","12","16","75%","9","4.83","4.17","4.08","4.42","4.67","4.5","4.75","4.42","4.08","5899 - SPECIAL TPCS IN HCI",6.8
"3584",3584,3584,"Fall","2012","JEFFREY EPPINGER","ISR","8600","JAVA J2EE PROGRAMMNG","A","Lect","101","114","89%","9.08","4.71","4.73","4.74","4.7","4.72","4.77","4.86","4.76","4.72","8600 - JAVA J2EE PROGRAMMNG",6.8
"3585",3585,3585,"Fall","2012","MICHAEL SHAMOS","ISR","8732","LAW OF COMPUTER TECH","A","Lect","35","45","78%","6.8","4.57","4.71","4.74","4.46","4.71","4.8","4.8","4.71","4.69","8732 - LAW OF COMPUTER TECH",6.8
"3586",3586,3586,"Fall","2012","NORMAN SADEH","ISR","8761","INFO SECURTY PRIVACY","A1","Lect","9","11","82%","6.67","4.33","4.44","4.33","4.33","4.56","4.44","4.78","4.44","4.11","8761 - INFO SECURTY PRIVACY",6.8
"3587",3587,3587,"Fall","2012","BRAD MYERS","ISR","8763","INTRO HCI TECH EXECS","A2","Lect","22","29","76%","9.64","3.95","4.18","4.18","3.86","4.23","4.23","4.33","4.09","3.86","8763 - INTRO HCI TECH EXECS",6.8
"3588",3588,3588,"Fall","2012","JAMES HERBSLEB","ISR","8765","INNOVATN ECOSYSTEMS","A1","Lect","2","2","100%","9.5","5","5","5","4.5","4.5","5","5","5","5","8765 - INNOVATN ECOSYSTEMS",6.8
"3589",3589,3589,"Fall","2012","KATHLEEN CARLEY","ISR","8997","COS GRAD READ RSRCH","A","Lect","2","7","29%","12.5","5","5","5","5","5","5","5","5","5","8997 - COS GRAD READ RSRCH",6.8
"3590",3590,3590,"Fall","2012","NORMAN SADEH","ISR","8997","COS GRAD READ RSRCH","B","Lect","1","3","33%","5","5","5","5","5","5","5","5","5","5","8997 - COS GRAD READ RSRCH",6.8
"3591",3591,3591,"Fall","2012","LORRIE CRANOR","ISR","8997","COS GRAD READ RSRCH","D","Lect","2","4","50%","14","5","5","5","5","5","5","5","5","5","8997 - COS GRAD READ RSRCH",6.8
"3592",3592,3592,"Fall","2012","JAMES HERBSLEB","ISR","8997","COS GRAD READ RSRCH","F","Lect","2","2","100%","12.5","5","5","5","5","5","5","5","5","5","8997 - COS GRAD READ RSRCH",6.8
"3593",3593,3593,"Fall","2012","KATHLEEN CARLEY","ISR","8998","COS PHD PRACTM ADVND","A","Lect","7","15","47%","7.14","4.86","4.57","4.86","5","5","5","5","4.71","4.43","8998 - COS PHD PRACTM ADVND",6.8
"3594",3594,3594,"Fall","2012","CAROLYN ROSE","LTI","11344","MACHINE LRNG PRACTCE","A","Lect","3","3","100%","11","4.33","4.33","4.33","4.67","3.67","3","4.67","3.33","3.33","11344 - MACHINE LRNG PRACTCE",6.8
"3595",3595,3595,"Fall","2012","YANG, Y. (co-taught)","LTI","11441","SRCH ENGN WEB MING","A","Lect","2","3","67%","9.5","2.5","3","4","2","3.5","3.5","4","2.5","4","11441 - SRCH ENGN WEB MING",6.8
"3596",3596,3596,"Fall","2012","CALLAN, J. (co-taught)","LTI","11441","SRCH ENGN WEB MING","A","Lect","2","3","67%","9.5","5","5","5","5","5","5","5","5","5","11441 - SRCH ENGN WEB MING",6.8
"3597",3597,3597,"Fall","2012","YANG, Y. (co-taught)","LTI","11641","SRCH ENGS & WEB MING","A","Lect","27","34","79%","11.33","3.22","2.89","3.04","3.19","3.22","3.19","3.54","2.85","3.59","11641 - SRCH ENGS & WEB MING",6.8
"3598",3598,3598,"Fall","2012","CALLAN, J. (co-taught)","LTI","11641","SRCH ENGS & WEB MING","A","Lect","27","34","79%","11.44","4.74","4.7","4.74","4.5","4.74","4.81","4.89","4.78","4.74","11641 - SRCH ENGS & WEB MING",6.8
"3599",3599,3599,"Fall","2012","DU (JOHN) VU","LTI","11691","SFTWR PLNG & MNGMNT","A1","Lect","14","17","82%","7.14","4.71","4.86","4.86","4.79","4.71","4.79","4.86","4.86","4.79","11691 - SFTWR PLNG & MNGMNT",6.8
"3600",3600,3600,"Fall","2012","SMITH, N. (co-taught)","LTI","11711","ALGORITHMS FOR NLP","A","Lect","21","34","62%","11","4.29","4.24","4","3.62","4.48","4.48","4.67","4.29","3.9","11711 - ALGORITHMS FOR NLP",6.8
"3601",3601,3601,"Fall","2012","LAVIE, A. (co-taught)","LTI","11711","ALGORITHMS FOR NLP","A","Lect","21","34","62%","11","4.25","4.25","4.15","4.15","4.35","4.45","4.65","4.4","4","11711 - ALGORITHMS FOR NLP",6.8
"3602",3602,3602,"Fall","2012","FREDERKING, R. (co-taught)","LTI","11711","ALGORITHMS FOR NLP","A","Lect","21","34","62%","10.25","4.3","4.3","4.05","3.9","4.3","4.2","4.7","4.15","4.05","11711 - ALGORITHMS FOR NLP",6.8
"3603",3603,3603,"Fall","2012","NOAH SMITH","LTI","11713","ADVANCED NLP SEMINAR","A","Lect","9","15","60%","6.33","4.56","4.78","4.56","4.56","4.56","4.56","4.56","4.56","4.67","11713 - ADVANCED NLP SEMINAR",6.8
"3604",3604,3604,"Fall","2012","LEVIN, L. (co-taught)","LTI","11721","GRAMMARS & LEXICONS","A","Lect","16","25","64%","7.25","4.31","3.88","4","4.31","4.31","4.25","4.56","4.19","4.13","11721 - GRAMMARS & LEXICONS",6.8
