"","term","year","instructor","dept","course.id","course.name","section","type","responses","enrollment","resp.rate","hrs.per.week","interst.in.student.learning","exp.goals","clarity","provide.feedback","importance","exp.subject","respect","overall.teaching","overall.course","id.name","year.term"
"1615","Spring","2015","KELLY HUTZELL","ARC","48576","MAPPING URBANISM","W","Lect","12","17","71%","12.08","4.75","4.33","4.58","4.58","4.75","4.25","4.67","4.42","4.67","48576 - MAPPING URBANISM","48576 Spring"
"1616","Spring","2015","CYNTHIA LIMAURO","ARC","48587","ARCH LIGHTING DESIGN","A","Lect","4","8","50%","7","4.5","4.5","4.5","4.5","4.25","4.25","4.5","4.5","4.5","48587 - ARCH LIGHTING DESIGN","48587 Spring"
"1617","Spring","2015","rtursky","ARC","48599","INDEPENDENT STUDY","A","Lect","3","4","75%","19.67","5","4.67","5","5","5","5","4.33","4.67","5","48599 - INDEPENDENT STUDY","48599 Spring"
"1618","Spring","2015","DANA CUPKOVA","ARC","48686","ECLGTCS: COMP TECH","A","Lect","3","3","100%","19.67","5","4.33","4.33","5","4.33","4.67","5","5","5","48686 - ECLGTCS: COMP TECH","48686 Spring"
"1619","Spring","2015","STEPHEN QUICK","ARC","48706","URBAN DESIGN STUDIO","A","Lect","8","8","100%","25","4.5","4.13","4.38","4.5","4.38","4.63","4.63","4.25","4.38","48706 - URBAN DESIGN STUDIO","48706 Spring"
"1620","Spring","2015","DONALD CARTER","ARC","48712","MUD GRADUATE SEMINAR","A","Lect","8","8","100%","4.63","4.88","4.88","4.75","4.63","4.75","4.75","4.88","4.75","4.75","48712 - MUD GRADUATE SEMINAR","48712 Spring"
"1621","Spring","2015","JOHN FOLAN","ARC","48719","AECM UDBS","A","Lect","6","6","100%","26.5","4.33","3.67","3.5","3.67","4.5","3.5","4","4.33","3.5","48719 - AECM UDBS","48719 Spring"
"1622","Spring","2015","RAY GASTIL","ARC","48720","PLNNG DES","A","Lect","9","11","82%","7","4.78","4.56","4.56","4.67","4.78","4.88","4.78","4.78","4.78","48720 - PLNNG DES","48720 Spring"
"1623","Spring","2015","KHEE POH LAM","ARC","48721","BLDG CONTRL DIAGNSTC","A","Lect","7","10","70%","14.17","4.83","4.33","4.5","4.67","4.5","4.5","4.33","4.33","4.67","48721 - BLDG CONTRL DIAGNSTC","48721 Spring"
"1624","Spring","2015","VOLKER HARTKOPF","ARC","48723","PERF ADV BLDNG SYSTM","A","Lect","9","9","100%","12.22","4.56","3.67","4","3.89","4.67","4.11","4.33","4.22","4.11","48723 - PERF ADV BLDNG SYSTM","48723 Spring"
"1625","Spring","2015","KRISHNAMURTI, R. (co-taught)","ARC","48724","SCRIPTING","A","Lect","4","6","67%","7.25","4.5","4","4.25","3.5","4","5","4.75","4.25","4","48724 - SCRIPTING","48724 Spring"
"1626","Spring","2015","BARD, J. (co-taught)","ARC","48724","SCRIPTING","A","Lect","4","6","67%","5","4.67","3.67","4.33","4.67","4.33","4.67","4.67","4.67","4.33","48724 - SCRIPTING","48724 Spring"
"1627","Spring","2015","VIVIAN LOFTNESS","ARC","48731","SUSTNB DES SYN PREP","A","Lect","4","5","80%","21.5","4.75","4.5","4.5","4.75","4.5","4.75","4.5","4.25","4.25","48731 - SUSTNB DES SYN PREP","48731 Spring"
"1628","Spring","2015","JAKOB MARSICO","ARC","48734","RCTV SP MD ARC","A","Lect","1","7","14%","11","5","5","5","5","5","5","5","5","5","48734 - RCTV SP MD ARC","48734 Spring"
"1629","Spring","2015","NINA BAIRD","ARC","48735","COM COL SUS REDEV","A","Lect","3","4","75%","6","4.33","1.67","1.67","2.67","1.33","2.33","4","3","1.33","48735 - COM COL SUS REDEV","48735 Spring"
"1630","Spring","2015","KHEE POH LAM","ARC","48744","AP COMP FL DYN","A3","Lect","11","12","92%","10.18","4.55","4.82","4.73","4.64","4.55","4.55","4.64","4.45","4.45","48744 - AP COMP FL DYN","48744 Spring"
"1631","Spring","2015","AZIZAN ABDUL-AZIZ","ARC","48747","IEQ","A4","Lect","8","10","80%","9.43","4.5","4.63","4.63","4.38","4.88","4.63","4.75","4.38","4.5","48747 - IEQ","48747 Spring"
"1632","Spring","2015","NINA BAIRD","ARC","48752","ZERO ENERGY HOUSING","A","Lect","10","12","83%","12.3","4.8","4.8","4.6","4.6","4.9","4.7","4.7","4.7","4.8","48752 - ZERO ENERGY HOUSING","48752 Spring"
"1633","Spring","2015","WILLIAM BATES","ARC","48766","AEC SYNTHESIS","A4","Lect","6","7","86%","5.5","4.67","4.5","4.5","4.67","4.67","4.5","4.83","4.4","4.4","48766 - AEC SYNTHESIS","48766 Spring"
"1634","Spring","2015","KRISTEN KURLAND","ARC","48781","SPTL ANLY INFRTC PLN","A","Lect","19","19","100%","10.26","4.95","4.95","4.89","4.95","4.95","4.89","5","4.89","4.89","48781 - SPTL ANLY INFRTC PLN","48781 Spring"
"1635","Spring","2015","RAMESH KRISHNAMURTI","ARC","48789","SHAPE + COMPUTATION","1","Lect","4","4","100%","14.33","5","4","5","5","4.75","4.75","5","4.75","5","48789 - SHAPE + COMPUTATION","48789 Spring"
"1636","Spring","2015","KHEE POH LAM","ARC","48792","PHD INDEP STUDY","K","Lect","3","4","75%","20.67","5","5","5","5","5","5","5","5","5","48792 - PHD INDEP STUDY","48792 Spring"
"1637","Spring","2015","OMER AKIN","ARC","48792","PHD INDEP STUDY","O","Lect","2","3","67%","20.5","5","5","5","5","5","5","5","5","5","48792 - PHD INDEP STUDY","48792 Spring"
"1638","Spring","2015","VIVIAN LOFTNESS","ARC","48792","PHD INDEP STUDY","V","Lect","3","4","75%","16.33","5","5","5","4.67","5","4.67","5","5","5","48792 - PHD INDEP STUDY","48792 Spring"
"1639","Spring","2015","OMER AKIN","ARC","48806","PRINC OF RSRCH II","A","Lect","4","4","100%","6.5","4.5","4.25","4.25","4.5","4","4","4","4.5","4.25","48806 - PRINC OF RSRCH II","48806 Spring"
"1640","Spring","2015","KHEE POH LAM","ARC","48807","PRINCIPLES OF PRACT.","A","Lect","3","4","75%","5","4.33","3.67","3.33","4","4","3.33","4","4","3.67","48807 - PRINCIPLES OF PRACT.","48807 Spring"
"1641","Spring","2015","AZIZAN ABDUL-AZIZ","ARC","48808","DIRECTED STUDY II","A","Lect","4","4","100%","6.5","4.5","4.25","4.5","4.25","3.75","4.25","4.75","4.5","4.5","48808 - DIRECTED STUDY II","48808 Spring"
"1642","Spring","2015","ERICA COCHRAN","ARC","48809","INTL EXCHANGE II","A","Lect","3","4","75%","3","3.67","2.33","2.67","3.33","2.67","2","4","3.33","2.33","48809 - INTL EXCHANGE II","48809 Spring"
"1643","Spring","2015","VOLKER HARTKOPF","ARC","48810","COMPARATIVE ANALYSIS","A","Lect","3","4","75%","3.5","1.67","1.67","1.67","2","2.33","2.33","2","2.33","1.67","48810 - COMPARATIVE ANALYSIS","48810 Spring"
"1644","Spring","2015","LYNN HOLDEN","ART","60109","ADV IN ARTS TIME","A","Lect","11","20","55%","3.36","4","3.55","3.55","3.27","4.36","4","4.36","3.82","4.09","60109 - ADV IN ARTS TIME","60109 Spring"
"1645","Spring","2015","ALISHA WORMSLEY","ART","60110","EMS MOVING IMAGE","A","Lect","10","15","67%","9","3.6","4.2","4.3","3.3","3.8","4","4.6","3.8","3.8","60110 - EMS MOVING IMAGE","60110 Spring"
"1646","Spring","2015","JENNIFER GOOCH","ART","60110","EMS MOVING IMAGE","B","Lect","8","16","50%","9.88","3.88","3.63","3.75","3.88","3.5","3.5","4.13","3.88","3.71","60110 - EMS MOVING IMAGE","60110 Spring"
"1647","Spring","2015","SCOTT ANDREW","ART","60110","EMS MOVING IMAGE","C","Lect","11","19","58%","9.73","4.45","4.27","4.27","4.64","4.45","4.36","4.36","4.18","4.36","60110 - EMS MOVING IMAGE","60110 Spring"
"1648","Spring","2015","SPENCER DIAZ","ART","60125","INTRO TO 3D ANIMATN","A3","Lect","3","16","19%","14","5","5","4.67","5","5","5","5","5","5","60125 - INTRO TO 3D ANIMATN","60125 Spring"
"1649","Spring","2015","SPENCER DIAZ","ART","60126","INTRO TO MOTION CAP","A4","Lect","5","12","42%","11","4.6","4.2","4","4.4","4.6","4","4.8","4.2","4.2","60126 - INTRO TO MOTION CAP","60126 Spring"
"1650","Spring","2015","JOSHUA REIMAN","ART","60131","3D MEDIA STUDIO II","A3","Lect","11","12","92%","11.3","4.45","4.36","4.27","4.55","4.64","4.55","3.82","4.18","4.36","60131 - 3D MEDIA STUDIO II","60131 Spring"
"1651","Spring","2015","JOSHUA REIMAN","ART","60131","3D MEDIA STUDIO II","A4","Lect","10","13","77%","13.2","4.6","4.7","4.6","5","4.5","4.6","4.3","4.7","4.7","60131 - 3D MEDIA STUDIO II","60131 Spring"
"1652","Spring","2015","CAROL KUMATA","ART","60131","3D MEDIA STUDIO II","B3","Lect","4","11","36%","12.5","4","3.25","3.75","3.5","4.25","3.5","4.25","4","3.75","60131 - 3D MEDIA STUDIO II","60131 Spring"
"1653","Spring","2015","CAROL KUMATA","ART","60131","3D MEDIA STUDIO II","B4","Lect","10","13","77%","10.4","4.1","4.5","4.2","4.1","3.9","4.3","4.3","4.33","4.2","60131 - 3D MEDIA STUDIO II","60131 Spring"
"1654","Spring","2015","ROBERT BINGHAM","ART","60131","3D MEDIA STUDIO II","C3","Lect","3","10","30%","9","4.67","4","4","5","4.33","4.33","5","4.67","4.67","60131 - 3D MEDIA STUDIO II","60131 Spring"
"1655","Spring","2015","ROBERT BINGHAM","ART","60131","3D MEDIA STUDIO II","C4","Lect","3","5","60%","12","5","5","5","5","5","5","5","5","5","60131 - 3D MEDIA STUDIO II","60131 Spring"
"1656","Spring","2015","JAMIE GRUZSKA","ART","60141","B & W PHOTOGRAPHY I","A","Lect","2","4","50%","8","5","3","3.5","4","5","5","4.5","3.5","4.5","60141 - B & W PHOTOGRAPHY I","60141 Spring"
"1657","Spring","2015","ELIZABETH GRIFFIN","ART","60141","B & W PHOTOGRAPHY I","B","Lect","2","2","100%","9.5","4.5","3.5","3.5","5","5","4","4.5","5","4.5","60141 - B & W PHOTOGRAPHY I","60141 Spring"
"1658","Spring","2015","PATRICIA MAURIDES","ART","60141","B & W PHOTOGRAPHY I","C","Lect","2","4","50%","11","5","5","4.5","5","5","5","5","5","5","60141 - B & W PHOTOGRAPHY I","60141 Spring"
"1659","Spring","2015","AARON BLUM","ART","60142","DIGITAL PHOTOGRPHY I","B","Lect","1","4","25%","8","5","5","5","5","5","5","5","5","5","60142 - DIGITAL PHOTOGRPHY I","60142 Spring"
"1660","Spring","2015","KRISTEN KOVAK","ART","60157","DRAWING NON-MAJORS","A","Lect","11","13","85%","13","4.73","4.64","4.73","4.64","4.82","4.91","4.91","4.91","4.73","60157 - DRAWING NON-MAJORS","60157 Spring"
"1661","Spring","2015","KIMBERLY BECK","ART","60160","2D MDA STD: IMAGING","A","Lect","10","13","77%","10.1","3.7","3.5","3.4","3.5","3.4","3.4","3.6","3.6","3.5","60160 - 2D MDA STD: IMAGING","60160 Spring"
"1662","Spring","2015","DEVAN SHIMOYAMA","ART","60160","2D MDA STD: IMAGING","B","Lect","12","19","63%","9","3.67","3.33","3.42","4.08","3.75","3.83","4.25","3.67","3.67","60160 - 2D MDA STD: IMAGING","60160 Spring"
"1663","Spring","2015","ANDREW JOHNSON","ART","60160","2D MDA STD: IMAGING","C","Lect","10","13","77%","11.9","4.6","3.5","3.6","4.4","4.9","4.5","4.5","4.4","4.6","60160 - 2D MDA STD: IMAGING","60160 Spring"
"1664","Spring","2015","ELAINE KING","ART","60206","CNTP VSL CLT 1960-PR","A","Lect","12","25","48%","7.5","3.83","3.33","3.5","2.75","3.58","3.5","3.83","3.25","3.25","60206 - CNTP VSL CLT 1960-PR","60206 Spring"
"1665","Spring","2015","MARTHA RIAL","ART","60215","VISUAL ISSUES IMAGE","A4","Lect","4","7","57%","9","4.75","4.75","4.75","4.5","4.75","4.5","4.75","4.5","4.5","60215 - VISUAL ISSUES IMAGE","60215 Spring"
"1666","Spring","2015","LEO HSU","ART","60231","CRT DRCT DOCM PHTGY","A3","Lect","1","2","50%","5","5","5","5","5","5","5","5","5","5","60231 - CRT DRCT DOCM PHTGY","60231 Spring"
"1667","Spring","2015","MARTIN PREKOP","ART","60241","BL & WHT PHOTOGHY II","A","Lect","1","2","50%","5","5","4","5","5","5","5","5","5","5","60241 - BL & WHT PHOTOGHY II","60241 Spring"
"1668","Spring","2015","CARA BENEDETTO","ART","60251","2D MEDA STD:PRT MEDA","A","Lect","1","9","11%","17","5","5","5","5","5","5","5","5","5","60251 - 2D MEDA STD:PRT MEDA","60251 Spring"
